train.thisRepN,train.thisTrialN,train.thisN,train.thisIndex,elemento,soa,cueTime,imperativeTarget1,direccion,acierto,corrAns,imperativeTarget2,imperativeTarget2MS,respuesta,interstimulusInterval,numberTrials,gender,Session,dateStr,Subject,
0,0,0,0,"['75', '0', 'U']",1.2,1.5,0.5,0,0,1,0.87698595642,876.98595642,1,4.0,1,male,1,2016_abr_18_1005,,
