train.thisRepN,train.thisTrialN,train.thisN,train.thisIndex,elemento,soa,cueTime,imperativeTarget1,direccion,acierto,corrAns,imperativeTarget2,respuesta,interstimulusInterval,numberTrials,gender,Session,dateStr,Subject,
0,0,0,0,"['100', '0', 'NU']",1.6,1.5,0.5,0,1,2,5.74411607618,1,4.0,1,female,1,2016_abr_17_1704,1,
